"Kod","Miejscowość","Dzielnica","Ulica","Numery","Gmina","Powiat","Województwo"
"93-138","Łódź","Górna","Siedlecka","","Łódź","Łódź","łódzkie"
"90-303","Łódź","Śródmieście","10 Lutego","","Łódź","Łódź","łódzkie"
"90-443","Łódź","Śródmieście","Mickiewicza Adama Al.","1-15(n)","Łódź","Łódź","łódzkie"
"90-332","Łódź","Widzew","Żelazna","","Łódź","Łódź","łódzkie"
"91-811","Łódź","Bałuty","""Organizacji """"Wolność i Niezawisłość""""""","59-DK","Łódź","Łódź","łódzkie"
"93-621","Łódź","Górna","Bronisin","70-DK(p), 85-DK(n)","Łódź","Łódź","łódzkie"
"93-468","Łódź","Górna","Zabrzeźna","","Łódź","Łódź","łódzkie"
"91-360","Łódź","Bałuty","Gipsowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-473","Łódź","Bałuty","Łagiewnicka","122-132(p)","Łódź","Łódź","łódzkie"
"91-231","Łódź","Bałuty","Ratajska","","Łódź","Łódź","łódzkie"
"92-622","Łódź","Widzew","Gminna","","Łódź","Łódź","łódzkie"
"92-323","Łódź","Widzew","Niedźwiedzia","","Łódź","Łódź","łódzkie"
"93-162","Łódź","Górna","Przyborowskiego Walerego","1-DK(n)","Łódź","Łódź","łódzkie"
"93-171","Łódź","Górna","Sieradzka","1, 7-DK(n)","Łódź","Łódź","łódzkie"
"90-416","Łódź","Śródmieście","6 Sierpnia","12-20(p)","Łódź","Łódź","łódzkie"
"90-146","Łódź","Śródmieście","Narutowicza Gabriela (Prezydenta Gabriela Narutowicza)","123-DK(n), 130-DK(p)","Łódź","Łódź","łódzkie"
"90-921","Łódź","Górna","Dąbrowskiego Pl.","5","Łódź","Łódź","łódzkie"
"91-341","Łódź","Bałuty","Orna","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-308","Łódź","Górna","Bronisławy","","Łódź","Łódź","łódzkie"
"93-350","Łódź","Górna","Zacna","","Łódź","Łódź","łódzkie"
"91-318","Łódź","Bałuty","Głucha","","Łódź","Łódź","łódzkie"
"91-487","Łódź","Bałuty","Łagiewnicka","160-218(p)","Łódź","Łódź","łódzkie"
"91-520","Łódź","Bałuty","Renesansowa","","Łódź","Łódź","łódzkie"
"90-340","Łódź","Widzew","Gołębia","","Łódź","Łódź","łódzkie"
"93-119","Łódź","Widzew","Nieszawska","","Łódź","Łódź","łódzkie"
"93-120","Łódź","Górna","Przybyszewskiego Stanisława","110-200(p), 155-245(n)","Łódź","Łódź","łódzkie"
"93-002","Łódź","Górna","Sieradzka","3","Łódź","Łódź","łódzkie"
"90-422","Łódź","Śródmieście","6 Sierpnia","2","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-135","Łódź","Śródmieście","Narutowicza Gabriela (Prezydenta Gabriela Narutowicza)","2-50(p)","Łódź","Łódź","łódzkie"
"90-928","Łódź","Śródmieście","Kościuszki Tadeusza Al.","107/109","Łódź","Łódź","łódzkie"
"91-473","Łódź","Bałuty","Orzeszkowej Elizy","1-17(n), 2-10(p)","Łódź","Łódź","łódzkie"
"93-037","Łódź","Górna","Browarna","","Łódź","Łódź","łódzkie"
"93-485","Łódź","Górna","Zagłębie","","Łódź","Łódź","łódzkie"
"91-048","Łódź","Bałuty","Gnieźnieńska","9-DK(n)","Łódź","Łódź","łódzkie"
"91-491","Łódź","Bałuty","Łagiewnicka","220-248(p)","Łódź","Łódź","łódzkie"
"91-230","Łódź","Bałuty","Rodła","","Łódź","Łódź","łódzkie"
"92-008","Łódź","Widzew","Gorce","","Łódź","Łódź","łódzkie"
"92-332","Łódź","Widzew","Niska","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-188","Łódź","Górna","Przybyszewskiego Stanisława","1-65(n)","Łódź","Łódź","łódzkie"
"93-034","Łódź","Górna","Sieradzka","5","Łódź","Łódź","łódzkie"
"90-415","Łódź","Śródmieście","6 Sierpnia","4-10(p)","Łódź","Łódź","łódzkie"
"90-125","Łódź","Śródmieście","Narutowicza Gabriela (Prezydenta Gabriela Narutowicza)","35-43(n)","Łódź","Łódź","łódzkie"
"91-357","Łódź","Bałuty","Osadnicza","","Łódź","Łódź","łódzkie"
"93-640","Łódź","Górna","Brójecka","","Łódź","Łódź","łódzkie"
"93-524","Łódź","Górna","Zakopiańska","","Łódź","Łódź","łódzkie"
"91-493","Łódź","Bałuty","Gontyny","","Łódź","Łódź","łódzkie"
"91-445","Łódź","Bałuty","Łagiewnicka","2-20(p)","Łódź","Łódź","łódzkie"
"91-519","Łódź","Bałuty","Rogowska","1-10","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"92-520","Łódź","Widzew","Gorkiego Maksyma","109-DK(n)","Łódź","Łódź","łódzkie"
"92-322","Łódź","Widzew","Nowy Świat","1-18","Łódź","Łódź","łódzkie"
"93-189","Łódź","Górna","Przybyszewskiego Stanisława","2-40(p)","Łódź","Łódź","łódzkie"
"93-350","Łódź","Górna","Siostrzana","","Łódź","Łódź","łódzkie"
"91-409","Łódź","Śródmieście","Anstadta Karola Al.","","Łódź","Łódź","łódzkie"
"90-130","Łódź","Śródmieście","Narutowicza Gabriela (Prezydenta Gabriela Narutowicza)","45-59(n)","Łódź","Łódź","łódzkie"
"91-504","Łódź","Bałuty","Owcza","","Łódź","Łódź","łódzkie"
"93-435","Łódź","Górna","Brydżowa","","Łódź","Łódź","łódzkie"
"93-486","Łódź","Górna","Zamojska","","Łódź","Łódź","łódzkie"
"91-765","Łódź","Bałuty","Górnicza","12-42(p), 35-39(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-509","Łódź","Bałuty","Łagiewnicka","221-311(n), 250-336(p)","Łódź","Łódź","łódzkie"
"91-529","Łódź","Bałuty","Rogowska","11-60","Łódź","Łódź","łódzkie"
"92-525","Łódź","Widzew","Gorkiego Maksyma","1-19(n)","Łódź","Łódź","łódzkie"
"92-315","Łódź","Widzew","Nowy Świat","19-DK","Łódź","Łódź","łódzkie"
"93-126","Łódź","Górna","Przybyszewskiego Stanisława","42-80(p), 67-103(n)","Łódź","Łódź","łódzkie"
"93-036","Łódź","Górna","Skargi Piotra (Księdza Piotra Skargi)","","Łódź","Łódź","łódzkie"
"90-237","Łódź","Śródmieście","Banacha Stefana","1-9(n), 2-18(p)","Łódź","Łódź","łódzkie"
"90-117","Łódź","Śródmieście","Narutowicza Gabriela (Prezydenta Gabriela Narutowicza)","5-33(n)","Łódź","Łódź","łódzkie"
"91-605","Łódź","Bałuty","Oxińskiego Józefa","","Łódź","Łódź","łódzkie"
"93-101","Łódź","Górna","Brzozowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-478","Łódź","Górna","Zamorska","29-87(n), 32-98(p)","Łódź","Łódź","łódzkie"
"91-848","Łódź","Bałuty","Górnicza","1-5(n), 2-10(p)","Łódź","Łódź","łódzkie"
"91-463","Łódź","Bałuty","Łagiewnicka","22-70(p)","Łódź","Łódź","łódzkie"
"91-142","Łódź","Bałuty","Rojna","1-19(n)","Łódź","Łódź","łódzkie"
"92-521","Łódź","Widzew","Gorkiego Maksyma","45","Łódź","Łódź","łódzkie"
"93-222","Łódź","Widzew","Nurta-Kaszyńskiego Eugeniusza (Majora Eugeniusza Nurta-Kaszyńskiego)","","Łódź","Łódź","łódzkie"
"93-347","Łódź","Górna","Przygodna","","Łódź","Łódź","łódzkie"
"93-479","Łódź","Górna","Skarżyńskiego Stanisława","","Łódź","Łódź","łódzkie"
"91-404","Łódź","Śródmieście","Dniestrzańska","","Łódź","Łódź","łódzkie"
"90-132","Łódź","Śródmieście","Narutowicza Gabriela (Prezydenta Gabriela Narutowicza)","67-75(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-038","Łódź","Bałuty","Padewskiego Antoniego (Świętego Antoniego Padewskiego)","","Łódź","Łódź","łódzkie"
"93-552","Łódź","Górna","Brzozowskiego Stanisława","","Łódź","Łódź","łódzkie"
"93-448","Łódź","Górna","Zamulna","","Łódź","Łódź","łódzkie"
"91-149","Łódź","Bałuty","Grabieniec","12-28(p)","Łódź","Łódź","łódzkie"
"91-520","Łódź","Bałuty","Łagiewnicka","313-DK(n), 338-DK(p)","Łódź","Łódź","łódzkie"
"91-134","Łódź","Bałuty","Rojna","20-DK(p), 21-47(n), 69-DK(n)","Łódź","Łódź","łódzkie"
"92-517","Łódź","Widzew","Gorkiego Maksyma","89-107(n)","Łódź","Łódź","łódzkie"
"92-410","Łódź","Widzew","Ofiar Terroryzmu 11 Września Al.","","Łódź","Łódź","łódzkie"
"92-621","Łódź","Widzew","Tatarkówny-Majkowskiej Michaliny","","Łódź","Łódź","łódzkie"
"93-431","Łódź","Górna","Skośna","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-155","Łódź","Śródmieście","Edukacyjna","","Łódź","Łódź","łódzkie"
"90-139","Łódź","Śródmieście","Narutowicza Gabriela (Prezydenta Gabriela Narutowicza)","80-94(p), 87-97(n)","Łódź","Łódź","łódzkie"
"91-478","Łódź","Bałuty","Palmowa","","Łódź","Łódź","łódzkie"
"93-356","Łódź","Górna","Budowlana","","Łódź","Łódź","łódzkie"
"93-545","Łódź","Górna","Zaolziańska","1-49(n)","Łódź","Łódź","łódzkie"
"91-342","Łódź","Bałuty","Grudziądzka","","Łódź","Łódź","łódzkie"
"91-456","Łódź","Bałuty","Łagiewnicka","72-116(p)","Łódź","Łódź","łódzkie"
"91-167","Łódź","Bałuty","Rojna","49-65(n)","Łódź","Łódź","łódzkie"
"92-737","Łódź","Widzew","Goryczkowa","","Łódź","Łódź","łódzkie"
"92-403","Łódź","Widzew","Olechowska","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"92-104","Łódź","Widzew","Taternicza","","Łódź","Łódź","łódzkie"
"93-441","Łódź","Górna","Skrajna","","Łódź","Łódź","łódzkie"
"91-066","Łódź","Śródmieście","Gdańska","1-11","Łódź","Łódź","łódzkie"
"90-029","Łódź","Śródmieście","Nawrot","102-DK(p)","Łódź","Łódź","łódzkie"
"91-738","Łódź","Bałuty","Pankiewicza Anastazego (Błogosławionego Anastazego Pankiewicza)","","Łódź","Łódź","łódzkie"
"93-369","Łódź","Górna","Budziszyńska","","Łódź","Łódź","łódzkie"
"93-539","Łódź","Górna","Zaolziańska","51-DK(n)","Łódź","Łódź","łódzkie"
"91-225","Łódź","Bałuty","Gruntowa","","Łódź","Łódź","łódzkie"
"91-103","Łódź","Bałuty","Łanowa","1-23(n), 2-20b(p)","Łódź","Łódź","łódzkie"
"91-174","Łódź","Bałuty","Romanowska","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"92-723","Łódź","Widzew","Goździkowa","","Łódź","Łódź","łódzkie"
"92-773","Łódź","Widzew","Oliwkowa","","Łódź","Łódź","łódzkie"
"93-219","Łódź","Widzew","Tatrzańska","21-69(n), 30-86(p)","Łódź","Łódź","łódzkie"
"93-405","Łódź","Górna","Skromna","","Łódź","Łódź","łódzkie"
"90-507","Łódź","Śródmieście","Gdańska","113-117a(n)","Łódź","Łódź","łódzkie"
"90-055","Łódź","Śródmieście","Nawrot","22-38a(p)","Łódź","Łódź","łódzkie"
"91-141","Łódź","Bałuty","Parcelacyjna","","Łódź","Łódź","łódzkie"
"93-362","Łódź","Górna","Bułgarska","","Łódź","Łódź","łódzkie"
"93-238","Łódź","Górna","Zapały Władysława","","Łódź","Łódź","łódzkie"
"91-363","Łódź","Bałuty","Gruszowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-527","Łódź","Bałuty","Łodzianka","1-10, 11-15(n)","Łódź","Łódź","łódzkie"
"91-520","Łódź","Bałuty","Romańska","","Łódź","Łódź","łódzkie"
"92-114","Łódź","Widzew","Górska","","Łódź","Łódź","łódzkie"
"92-417","Łódź","Widzew","Opolczyka Władysława (Księcia Władysława Opolczyka)","","Łódź","Łódź","łódzkie"
"92-706","Łódź","Widzew","Topolowa","","Łódź","Łódź","łódzkie"
"93-588","Łódź","Górna","Skrzywana Stefana (Inżyniera Stefana Skrzywana)","1-DK(n), 2-20(p)","Łódź","Łódź","łódzkie"
"90-111","Łódź","Śródmieście","Hotelowa","","Łódź","Łódź","łódzkie"
"90-014","Łódź","Śródmieście","Nawrot","40-52","Łódź","Łódź","łódzkie"
"91-362","Łódź","Bałuty","Pasieczna","","Łódź","Łódź","łódzkie"
"93-346","Łódź","Górna","Cegielniana","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-256","Łódź","Górna","Zapolskiej Gabrieli","41-57(n), 52-DK(p)","Łódź","Łódź","łódzkie"
"91-710","Łódź","Bałuty","Harcerska","","Łódź","Łódź","łódzkie"
"91-604","Łódź","Bałuty","Łodzianka","12-16(p), 17-DK","Łódź","Łódź","łódzkie"
"91-165","Łódź","Bałuty","Romera Eugeniusza (Profesora Eugeniusza Romera)","","Łódź","Łódź","łódzkie"
"92-639","Łódź","Widzew","Gromadzka","","Łódź","Łódź","łódzkie"
"92-215","Łódź","Widzew","Ormiańska","","Łódź","Łódź","łódzkie"
"92-410","Łódź","Widzew","Transmisyjna","","Łódź","Łódź","łódzkie"
"93-582","Łódź","Górna","Skrzywana Stefana (Inżyniera Stefana Skrzywana)","22-DK(p)","Łódź","Łódź","łódzkie"
"90-011","Łódź","Śródmieście","Im. Sienkiewicza Henryka Park","","Łódź","Łódź","łódzkie"
"90-018","Łódź","Śródmieście","Nawrot","53-61","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-926","Łódź","Śródmieście","Piotrkowska","104","Łódź","Łódź","łódzkie"
"91-826","Łódź","Bałuty","Pasterska","","Łódź","Łódź","łódzkie"
"93-473","Łódź","Górna","Chachuły","","Łódź","Łódź","łódzkie"
"93-254","Łódź","Górna","Zapolskiej Gabrieli","50","Łódź","Łódź","łódzkie"
"91-144","Łódź","Bałuty","Harcerzy-Zatorowców Al.","","Łódź","Łódź","łódzkie"
"91-496","Łódź","Bałuty","Łososiowa","","Łódź","Łódź","łódzkie"
"91-502","Łódź","Bałuty","Roślinna","","Łódź","Łódź","łódzkie"
"93-217","Łódź","Widzew","Grota-Roweckiego Stefana (Generała Stefana Grota-Roweckiego)","","Łódź","Łódź","łódzkie"
"92-220","Łódź","Widzew","Oskardowa","","Łódź","Łódź","łódzkie"
"92-005","Łódź","Widzew","Turnie","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-410","Łódź","Górna","Skwerowa","","Łódź","Łódź","łódzkie"
"90-264","Łódź","Śródmieście","Jaracza Stefana","1-9(n)","Łódź","Łódź","łódzkie"
"90-039","Łódź","Śródmieście","Nawrot","85-95(n)","Łódź","Łódź","łódzkie"
"91-487","Łódź","Bałuty","Pawilońska","","Łódź","Łódź","łódzkie"
"93-139","Łódź","Górna","Chełmońskiego Józefa","","Łódź","Łódź","łódzkie"
"93-448","Łódź","Górna","Zarzeczna","","Łódź","Łódź","łódzkie"
"91-440","Łódź","Bałuty","Harnama Szymona","1-5","Łódź","Łódź","łódzkie"
"91-496","Łódź","Bałuty","Łozowa","","Łódź","Łódź","łódzkie"
"91-488","Łódź","Bałuty","Róż Al.","","Łódź","Łódź","łódzkie"
"92-714","Łódź","Widzew","Gryfa Pomorskiego","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"92-710","Łódź","Widzew","Ostróżek","","Łódź","Łódź","łódzkie"
"90-002","Łódź","Widzew","Tuwima Juliana","28","Łódź","Łódź","łódzkie"
"93-520","Łódź","Górna","Smocza","","Łódź","Łódź","łódzkie"
"90-268","Łódź","Śródmieście","Jaracza Stefana","2-10(p)","Łódź","Łódź","łódzkie"
"90-040","Łódź","Śródmieście","Nawrot","92-100(p)","Łódź","Łódź","łódzkie"
"91-866","Łódź","Bałuty","Perlicza","","Łódź","Łódź","łódzkie"
"93-239","Łódź","Górna","Chłędowskiego Kazimierza","","Łódź","Łódź","łódzkie"
"93-180","Łódź","Górna","Zarzewska","24-46","Łódź","Łódź","łódzkie"
"91-430","Łódź","Bałuty","Harnama Szymona","4a-DK(p), 7-DK(n)","Łódź","Łódź","łódzkie"
"91-527","Łódź","Bałuty","Łukaszewska","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-528","Łódź","Bałuty","Rubinowa","","Łódź","Łódź","łódzkie"
"92-616","Łódź","Widzew","Gwarna","","Łódź","Łódź","łódzkie"
"92-624","Łódź","Widzew","Ozdobna","","Łódź","Łódź","łódzkie"
"90-025","Łódź","Widzew","Tuwima Juliana","59-69(n)","Łódź","Łódź","łódzkie"
"93-257","Łódź","Górna","Smolna","","Łódź","Łódź","łódzkie"
"90-252","Łódź","Śródmieście","Jaracza Stefana","36-48(p), 37-43(n)","Łódź","Łódź","łódzkie"
"90-028","Łódź","Śródmieście","Nawrot","97-DK(n)","Łódź","Łódź","łódzkie"
"91-221","Łódź","Bałuty","Piaskowiec","","Łódź","Łódź","łódzkie"
"93-460","Łódź","Górna","Chocianowicka","","Łódź","Łódź","łódzkie"
"93-280","Łódź","Górna","Zbaraska","1-13(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-342","Łódź","Bałuty","Helska","","Łódź","Łódź","łódzkie"
"91-358","Łódź","Bałuty","Macierzanki","","Łódź","Łódź","łódzkie"
"91-364","Łódź","Bałuty","Rumiankowa","","Łódź","Łódź","łódzkie"
"92-006","Łódź","Widzew","Halna","","Łódź","Łódź","łódzkie"
"92-312","Łódź","Widzew","Papiernicza","","Łódź","Łódź","łódzkie"
"90-031","Łódź","Widzew","Tuwima Juliana","71-DK(n), 88-DK(p)","Łódź","Łódź","łódzkie"
"93-324","Łódź","Górna","Socjalna","","Łódź","Łódź","łódzkie"
"90-231","Łódź","Śródmieście","Jaszuńskiego Salomona","","Łódź","Łódź","łódzkie"
"91-414","Łódź","Śródmieście","Nowomiejska","1-DK(n)","Łódź","Łódź","łódzkie"
"91-054","Łódź","Bałuty","Piastowski Pl.","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-534","Łódź","Górna","Chocimska","","Łódź","Łódź","łódzkie"
"93-480","Łódź","Górna","Zenitowa","","Łódź","Łódź","łódzkie"
"91-604","Łódź","Bałuty","Herbowa","","Łódź","Łódź","łódzkie"
"91-334","Łódź","Bałuty","Mackiewicza Antoniego","1-6","Łódź","Łódź","łódzkie"
"91-336","Łódź","Bałuty","Rumuńska","","Łódź","Łódź","łódzkie"
"92-121","Łódź","Widzew","Harnasia","","Łódź","Łódź","łódzkie"
"92-629","Łódź","Widzew","Parandowskiego Jana","","Łódź","Łódź","łódzkie"
"90-365","Łódź","Widzew","Tymienieckiego Wincentego (Księdza Biskupa Wincentego Tymienieckiego)","1-13(n), 2-16(p)","Łódź","Łódź","łódzkie"
"93-459","Łódź","Górna","Solankowa","","Łódź","Łódź","łódzkie"
"90-434","Łódź","Śródmieście","Józewskiego Henryka Jana Al.","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-071","Łódź","Śródmieście","Ogrodowa","25-DK(n), 30-DK(p)","Łódź","Łódź","łódzkie"
"91-314","Łódź","Bałuty","Piekarska","","Łódź","Łódź","łódzkie"
"93-228","Łódź","Górna","Choińska","","Łódź","Łódź","łódzkie"
"93-414","Łódź","Górna","Zespołowa","","Łódź","Łódź","łódzkie"
"94-233","Łódź","Polesie","Husarska","","Łódź","Łódź","łódzkie"
"91-012","Łódź","Bałuty","Mahatmy Gandhiego","1-11(n), 2-14(p)","Łódź","Łódź","łódzkie"
"91-867","Łódź","Bałuty","Rybacka","","Łódź","Łódź","łódzkie"
"92-502","Łódź","Widzew","Haśka Jarosława","","Łódź","Łódź","łódzkie"
"92-319","Łódź","Widzew","Paryska","","Łódź","Łódź","łódzkie"
"90-337","Łódź","Widzew","Tymienieckiego Wincentego (Księdza Biskupa Wincentego Tymienieckiego)","29-DK(n), 40-DK(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-492","Łódź","Górna","Spławna","","Łódź","Łódź","łódzkie"
"90-241","Łódź","Śródmieście","Kamińskiego Aleksandra (Harcmistrza Aleksandra Kamińskiego)","36-DK(p)","Łódź","Łódź","łódzkie"
"90-317","Łódź","Śródmieście","Orla","","Łódź","Łódź","łódzkie"
"90-930","Łódź","Śródmieście","Zamenhofa Ludwika","2","Łódź","Łódź","łódzkie"
"91-161","Łódź","Bałuty","Piętaka Stanisława","","Łódź","Łódź","łódzkie"
"93-531","Łódź","Górna","Ciasna","18-DK(p), 21-DK(n)","Łódź","Łódź","łódzkie"
"93-371","Łódź","Górna","Zgodna","","Łódź","Łódź","łódzkie"
"94-412","Łódź","Polesie","Huta Jagodnica","","Łódź","Łódź","łódzkie"
"91-015","Łódź","Bałuty","Mahatmy Gandhiego","13-DK(n), 16-DK(p)","Łódź","Łódź","łódzkie"
"91-055","Łódź","Bałuty","Rybna","1-DK(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"92-413","Łódź","Widzew","Henryka Brodatego","","Łódź","Łódź","łódzkie"
"92-734","Łódź","Widzew","Peoniowa","","Łódź","Łódź","łódzkie"
"92-647","Łódź","Widzew","Usługowa","","Łódź","Łódź","łódzkie"
"93-349","Łódź","Górna","Spokojna","","Łódź","Łódź","łódzkie"
"90-457","Łódź","Śródmieście","Katedralny Imienia Jana Pawła II Pl.","","Łódź","Łódź","łódzkie"
"91-725","Łódź","Śródmieście","Palki Grzegorza Al.","4-8(p), 7-11(n)","Łódź","Łódź","łódzkie"
"91-601","Łódź","Bałuty","Piliczna","1-12","Łódź","Łódź","łódzkie"
"93-631","Łódź","Górna","Cierniówki","","Łódź","Łódź","łódzkie"
"93-473","Łódź","Górna","Zuchów","","Łódź","Łódź","łódzkie"
"93-569","Łódź","Polesie","Inżynierska","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-163","Łódź","Bałuty","Majewskiego Hilarego","","Łódź","Łódź","łódzkie"
"91-211","Łódź","Bałuty","Rydzowa","","Łódź","Łódź","łódzkie"
"91-089","Łódź","Bałuty","Włókniarzy Al.","151","Łódź","Łódź","łódzkie"
"92-115","Łódź","Widzew","Pieniny","30","Łódź","Łódź","łódzkie"
"93-218","Łódź","Widzew","Wandurskiego Witolda","","Łódź","Łódź","łódzkie"
"93-329","Łódź","Górna","Społeczna","11-DK","Łódź","Łódź","łódzkie"
"90-209","Łódź","Śródmieście","Kilińskiego Jana","10-22(p)","Łódź","Łódź","łódzkie"
"90-231","Łódź","Śródmieście","Pilarskiego Józefa","","Łódź","Łódź","łódzkie"
"91-504","Łódź","Bałuty","Piliczna","13-DK","Łódź","Łódź","łódzkie"
"93-559","Łódź","Górna","Cieszkowskiego Augusta","17-DK","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-331","Łódź","Górna","Zygmunta","51-107(n), 56-108(p)","Łódź","Łódź","łódzkie"
"94-261","Łódź","Polesie","Jeździecka","","Łódź","Łódź","łódzkie"
"91-480","Łódź","Bałuty","Makowa","","Łódź","Łódź","łódzkie"
"91-855","Łódź","Bałuty","Rysownicza","1-37(n), 2-34(p)","Łódź","Łódź","łódzkie"
"91-348","Łódź","Bałuty","Włókniarzy Al.","50","Łódź","Łódź","łódzkie"
"92-622","Łódź","Widzew","Pieśni Rycerskiej","","Łódź","Łódź","łódzkie"
"92-731","Łódź","Widzew","Wendy Tadeusza Apolinarego","","Łódź","Łódź","łódzkie"
"93-313","Łódź","Górna","Społeczna","1-5(n), 6-7, 8-10(p)","Łódź","Łódź","łódzkie"
"90-013","Łódź","Śródmieście","Kilińskiego Jana","108-132(p)","Łódź","Łódź","łódzkie"
"90-306","Łódź","Śródmieście","Piłsudskiego Józefa Al. (Marszałka Józefa Piłsudskiego)","15-23(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-364","Łódź","Bałuty","Piołunowa","","Łódź","Łódź","łódzkie"
"93-554","Łódź","Górna","Cieszyńska","14-DK(p), 37-DK(n)","Łódź","Łódź","łódzkie"
"93-520","Łódź","Górna","Zygmuntowska","1-9(n), 2-6(p)","Łódź","Łódź","łódzkie"
"94-022","Łódź","Polesie","Kajakowa","","Łódź","Łódź","łódzkie"
"91-360","Łódź","Bałuty","Malachitowa","","Łódź","Łódź","łódzkie"
"91-605","Łódź","Bałuty","Rżewskiego Aleksego","","Łódź","Łódź","łódzkie"
"91-498","Łódź","Bałuty","Wodnika","","Łódź","Łódź","łódzkie"
"92-236","Łódź","Widzew","Piłsudskiego Józefa Al. (Marszałka Józefa Piłsudskiego)","102-128(p)","Łódź","Łódź","łódzkie"
"92-014","Łódź","Widzew","Weselna","","Łódź","Łódź","łódzkie"
"93-263","Łódź","Górna","Staffa Leopolda","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-205","Łódź","Śródmieście","Kilińskiego Jana","11-25(n)","Łódź","Łódź","łódzkie"
"90-307","Łódź","Śródmieście","Piłsudskiego Józefa Al. (Marszałka Józefa Piłsudskiego)","25-55(n)","Łódź","Łódź","łódzkie"
"91-528","Łódź","Bałuty","Pirytowa","","Łódź","Łódź","łódzkie"
"93-323","Łódź","Górna","Codzienna","","Łódź","Łódź","łódzkie"
"93-256","Łódź","Górna","Żmichowskiej Narcyzy","20-24(p)","Łódź","Łódź","łódzkie"
"94-264","Łódź","Polesie","Kanonierska","","Łódź","Łódź","łódzkie"
"91-474","Łódź","Bałuty","Malwowa","1-5(n), 2-10(p)","Łódź","Łódź","łódzkie"
"91-465","Łódź","Bałuty","Sadowa","1-21","Łódź","Łódź","łódzkie"
"91-720","Łódź","Bałuty","Wojska Polskiego","113-151(n), 150-164(p)","Łódź","Łódź","łódzkie"
"92-230","Łódź","Widzew","Piłsudskiego Józefa Al. (Marszałka Józefa Piłsudskiego)","130-DK(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"92-314","Łódź","Widzew","Węgierska","","Łódź","Łódź","łódzkie"
"93-491","Łódź","Górna","Starogardzka","","Łódź","Łódź","łódzkie"
"90-049","Łódź","Śródmieście","Kilińskiego Jana","113-137(n)","Łódź","Łódź","łódzkie"
"90-329","Łódź","Śródmieście","Piłsudskiego Józefa Al. (Marszałka Józefa Piłsudskiego)","71","Łódź","Łódź","łódzkie"
"91-232","Łódź","Bałuty","Pistacjowa","","Łódź","Łódź","łódzkie"
"93-649","Łódź","Górna","Czajewskiego Wiktora","39-DK(n)","Łódź","Łódź","łódzkie"
"93-156","Łódź","Górna","Żmichowskiej Narcyzy","3-5(n)","Łódź","Łódź","łódzkie"
"94-273","Łódź","Polesie","Kapitańska","","Łódź","Łódź","łódzkie"
"91-470","Łódź","Bałuty","Marcina","","Łódź","Łódź","łódzkie"
"91-143","Łódź","Bałuty","Sałatowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-439","Łódź","Bałuty","Wojska Polskiego","1-13(n)","Łódź","Łódź","łódzkie"
